car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,present_price,mileage,selling_price
Maruti Alto,Maruti,Alto,4,10000,Individual,Petrol,Manual,406500,24.7,260000
Maruti Alto,Maruti,Alto,4,14400,Individual,Petrol,Manual,411203,23.95,320000
Maruti Alto,Maruti,Alto,4,90000,Individual,Petrol,Manual,413000,24.7,255000
Maruti Alto,Maruti,Alto,4,70000,Individual,Petrol,Manual,411203,24.07,300000
Maruti Alto,Maruti,Alto,4,3600,Individual,Petrol,Manual,413000,24.7,318000
Maruti Alto,Maruti,Alto,4,70000,Individual,Petrol,Manual,411203,24.7,270000
Maruti Alto,Maruti,Alto,4,35000,Individual,Petrol,Manual,399000,24.7,290000
Maruti Alto,Maruti,Alto,4,80000,Individual,Petrol,Manual,411203,23.95,300000
Maruti Alto,Maruti,Alto,4,60000,Individual,Petrol,Manual,399000,24.7,250000
Maruti Alto,Maruti,Alto,4,54000,Individual,Petrol,Manual,402500,24.7,260000
Maruti Alto,Maruti,Alto,4,40000,Individual,Petrol,Manual,411203,23.95,306000
Maruti Alto,Maruti,Alto,4,22000,Individual,Petrol,Manual,411203,23.95,335000
Maruti Alto,Maruti,Alto,4,35000,Individual,Petrol,Manual,411203,23.95,370000
Maruti Alto,Maruti,Alto,4,50000,Individual,Petrol,Manual,402500,24.7,280000
Maruti Alto,Maruti,Alto,4,80000,Individual,Petrol,Manual,413000,24.7,280000
Maruti Alto,Maruti,Alto,4,25000,Individual,Petrol,Manual,392000,24.7,250000
Maruti Alto,Maruti,Alto,4,7000,Individual,Petrol,Manual,411203,23.95,300000
Maruti Alto,Maruti,Alto,4,40000,Individual,Petrol,Manual,411203,23.95,350000
Maruti Alto,Maruti,Alto,4,100000,Individual,Petrol,Manual,411203,23.95,300000
Maruti Alto,Maruti,Alto,4,50000,Individual,Petrol,Manual,411203,24.7,280000
Maruti Alto,Maruti,Alto,4,30000,Individual,Petrol,Manual,392000,24.7,250000
Maruti Alto,Maruti,Alto,4,10000,Individual,Petrol,Manual,398000,24.7,321000
Maruti Alto,Maruti,Alto,4,10000,Individual,Petrol,Manual,411203,23.95,340000
Maruti Alto,Maruti,Alto,4,60000,Individual,Petrol,Manual,397500,24.7,250000
Maruti Alto,Maruti,Alto,4,14870,Individual,Petrol,Manual,392000,24.7,298000
Maruti Alto,Maruti,Alto,4,20000,Individual,Petrol,Manual,411203,23.95,350000
Maruti Alto,Maruti,Alto,4,18000,Individual,Petrol,Manual,400000,24.7,270000
Maruti Alto,Maruti,Alto,4,20000,Individual,Petrol,Manual,392000,24.7,250000
Maruti Alto,Maruti,Alto,4,50000,Individual,Petrol,Manual,411203,23.95,298000
Maruti Alto,Maruti,Alto,4,110000,Individual,Petrol,Manual,411203,23.95,250000
Maruti Alto,Maruti,Alto,4,23000,Individual,Petrol,Manual,411203,23.95,390000
Maruti Alto,Maruti,Alto,4,30000,Individual,Petrol,Manual,411203,23.95,370000
Maruti Alto,Maruti,Alto,4,100000,Individual,Petrol,Manual,411500,24.7,310000
Maruti Alto,Maruti,Alto,4,30000,Individual,Petrol,Manual,411203,23.95,360000
Maruti Alto,Maruti,Alto,4,35000,Individual,Petrol,Manual,388500,24.7,280000
Maruti Alto,Maruti,Alto,4,35000,Individual,Petrol,Manual,392000,24.7,240000
Maruti Alto,Maruti,Alto,4,40000,Individual,Petrol,Manual,411203,23.95,310000
Maruti Alto,Maruti,Alto,4,50000,Individual,Petrol,Manual,409500,24.7,290000
Maruti Alto,Maruti,Alto,4,150000,Individual,Petrol,Manual,409500,24.7,320000
Maruti Alto,Maruti,Alto,4,28239,Dealer,CNG,Manual,411203,33.44,315000
Maruti Alto,Maruti,Alto,4,33977,Dealer,Petrol,Manual,411000,24.7,299000
Maruti Alto,Maruti,Alto,4,11614,Dealer,Petrol,Manual,411203,23.95,350000
Maruti Baleno,Maruti,Baleno,4,75000,Dealer,Diesel,Manual,869357,27.39,645000
Maruti Baleno,Maruti,Baleno,4,45000,Dealer,Diesel,Manual,869357,27.39,895000
Maruti Baleno,Maruti,Baleno,4,60881,Dealer,Diesel,Manual,869357,27.39,730000
Maruti Baleno,Maruti,Baleno,4,32000,Dealer,Diesel,Manual,869357,27.39,765000
Maruti Baleno,Maruti,Baleno,4,44000,Dealer,Diesel,Manual,869357,27.39,685000
Maruti Baleno,Maruti,Baleno,4,71000,Dealer,Diesel,Manual,869357,27.39,650000
Maruti Baleno,Maruti,Baleno,4,57241,Dealer,Diesel,Manual,869357,27.39,680000
Maruti Baleno,Maruti,Baleno,4,53701,Dealer,Diesel,Manual,869357,27.39,670000
Maruti Baleno,Maruti,Baleno,4,57000,Dealer,Diesel,Manual,869357,27.39,685000
Maruti Baleno,Maruti,Baleno,4,53000,Dealer,Diesel,Manual,869357,27.39,696000
Maruti Baleno,Maruti,Baleno,4,98521,Dealer,Diesel,Manual,869357,27.39,650000
Maruti Baleno,Maruti,Baleno,4,60000,Dealer,Diesel,Manual,869357,27.39,599000
Maruti Baleno,Maruti,Baleno,4,39000,Dealer,Diesel,Manual,869357,27.39,695000
Maruti Baleno,Maruti,Baleno,4,45000,Dealer,Diesel,Manual,869357,27.39,675000
Maruti Baleno,Maruti,Baleno,4,52000,Dealer,Diesel,Manual,869357,27.39,575000
Maruti Baleno,Maruti,Baleno,4,40000,Dealer,Diesel,Manual,869357,27.39,725000
Maruti Baleno,Maruti,Baleno,4,55000,Dealer,Diesel,Manual,869357,27.39,675000
Maruti Baleno,Maruti,Baleno,4,25000,Dealer,Petrol,Manual,855000,21.4,570000
Maruti Baleno,Maruti,Baleno,4,24000,Dealer,Petrol,Manual,869357,21.4,565000
Maruti Baleno,Maruti,Baleno,4,23200,Dealer,Petrol,Manual,867500,21.4,610000
Maruti Baleno,Maruti,Baleno,4,25000,Dealer,Petrol,Manual,855000,21.4,590000
Maruti Baleno,Maruti,Baleno,4,34428,Dealer,Petrol,Manual,889000,21.4,625000
Maruti Baleno,Maruti,Baleno,4,17865,Dealer,Petrol,Manual,878000,21.4,677000
Maruti Baleno,Maruti,Baleno,4,26251,Dealer,Petrol,Manual,889000,21.4,662000
Maruti Baleno,Maruti,Baleno,4,22000,Dealer,Petrol,Manual,889000,21.01,789000
Maruti Baleno,Maruti,Baleno,4,41526,Dealer,Petrol,Manual,878000,21.01,675000
Maruti Baleno,Maruti,Baleno,4,4414,Dealer,Petrol,Manual,869357,21.4,640000
Maruti Baleno,Maruti,Baleno,4,21000,Dealer,Petrol,Automatic,869357,21.4,745000
Maruti Baleno,Maruti,Baleno,4,40174,Dealer,Petrol,Manual,878000,21.4,675000
Maruti Baleno,Maruti,Baleno,4,30726,Dealer,Petrol,Manual,889000,21.1,659000
Maruti Baleno,Maruti,Baleno,4,21900,Dealer,Petrol,Automatic,878000,19.56,700000
Maruti Baleno,Maruti,Baleno,4,35092,Dealer,Petrol,Manual,889000,21.01,545000
Maruti Baleno,Maruti,Baleno,4,13355,Dealer,Petrol,Manual,889000,21.4,565000
Maruti Baleno,Maruti,Baleno,4,23000,Dealer,Petrol,Manual,878000,21.01,600000
Maruti Baleno,Maruti,Baleno,4,26917,Dealer,Petrol,Manual,855000,21.01,645000
Maruti Baleno,Maruti,Baleno,4,35000,Dealer,Petrol,Automatic,866000,19.56,670000
Maruti Baleno,Maruti,Baleno,4,20000,Dealer,Petrol,Manual,865000,21.01,770000
Maruti Baleno,Maruti,Baleno,4,55087,Dealer,Petrol,Manual,866000,21.01,605000
Maruti Baleno,Maruti,Baleno,4,33620,Dealer,Petrol,Manual,915500,21.4,632000
Maruti Baleno,Maruti,Baleno,4,50898,Dealer,Petrol,Manual,915500,21.01,600000
Maruti Baleno,Maruti,Baleno,4,32000,Dealer,Petrol,Manual,915500,21.01,700000
Maruti Baleno,Maruti,Baleno,4,36000,Dealer,Petrol,Manual,869357,21.4,575000
Maruti Baleno,Maruti,Baleno,4,33000,Dealer,Petrol,Automatic,855000,19.56,690000
Maruti Baleno,Maruti,Baleno,4,38000,Dealer,Petrol,Manual,847500,21.4,615000
Maruti Baleno,Maruti,Baleno,4,36000,Dealer,Petrol,Automatic,866000,21.4,600000
Maruti Baleno,Maruti,Baleno,4,24000,Dealer,Petrol,Manual,869357,21.01,675000
Maruti Baleno,Maruti,Baleno,4,25000,Dealer,Petrol,Manual,869357,21.01,625000
Maruti Baleno,Maruti,Baleno,4,14000,Dealer,Petrol,Manual,855000,21.4,637000
Maruti Baleno,Maruti,Baleno,4,20000,Dealer,Petrol,Automatic,855000,19.56,700000
Maruti Baleno,Maruti,Baleno,4,51000,Dealer,Petrol,Manual,855000,21.4,565000
Maruti Baleno,Maruti,Baleno,4,46982,Dealer,Petrol,Manual,855000,21.4,572000
Maruti Baleno,Maruti,Baleno,4,61000,Dealer,Petrol,Manual,855000,21.4,525000
Maruti Baleno,Maruti,Baleno,4,39500,Dealer,Petrol,Automatic,866000,21.4,600000
Maruti Baleno,Maruti,Baleno,4,20000,Dealer,Petrol,Automatic,855000,19.56,710000
Maruti Baleno,Maruti,Baleno,4,26000,Dealer,Petrol,Manual,931000,21.4,770000
Maruti Baleno,Maruti,Baleno,4,26000,Dealer,Petrol,Manual,931000,21.01,749000
Maruti Baleno,Maruti,Baleno,4,26000,Dealer,Petrol,Manual,931000,21.4,725000
Maruti Baleno,Maruti,Baleno,4,34676,Dealer,Petrol,Manual,931000,21.4,710000
Maruti Baleno,Maruti,Baleno,4,21000,Dealer,Petrol,Automatic,878000,19.56,680000
Maruti Baleno,Maruti,Baleno,4,9000,Dealer,Petrol,Manual,889000,21.4,595000
Maruti Baleno,Maruti,Baleno,4,26000,Dealer,Petrol,Manual,931000,21.4,785000
Maruti Baleno,Maruti,Baleno,4,54000,Dealer,Petrol,Manual,889000,21.4,580000
Maruti Baleno,Maruti,Baleno,4,43318,Dealer,Petrol,Automatic,931000,19.56,750000
Maruti Baleno,Maruti,Baleno,4,27232,Dealer,Petrol,Manual,869357,21.1,695000
Maruti Baleno,Maruti,Baleno,4,18263,Dealer,Petrol,Manual,889000,21.4,567000
Maruti Baleno,Maruti,Baleno,4,57000,Individual,Diesel,Manual,869357,27.39,590000
Maruti Baleno,Maruti,Baleno,4,50000,Individual,Diesel,Manual,869357,27.39,560000
Maruti Baleno,Maruti,Baleno,4,40000,Individual,Diesel,Manual,869357,27.39,750000
Maruti Baleno,Maruti,Baleno,4,100000,Individual,Diesel,Manual,869357,27.39,700000
Maruti Baleno,Maruti,Baleno,4,80000,Individual,Diesel,Manual,869357,27.39,520000
Maruti Baleno,Maruti,Baleno,4,44000,Individual,Diesel,Manual,869357,27.39,650000
Maruti Baleno,Maruti,Baleno,4,58000,Individual,Diesel,Manual,869357,27.39,600000
Maruti Baleno,Maruti,Baleno,4,60000,Individual,Diesel,Manual,869357,27.39,700000
Maruti Baleno,Maruti,Baleno,4,50000,Individual,Diesel,Manual,869357,27.39,625000
Maruti Baleno,Maruti,Baleno,4,70000,Individual,Diesel,Manual,869357,27.39,820000
Maruti Baleno,Maruti,Baleno,4,42000,Individual,Diesel,Manual,869357,27.39,700000
Maruti Baleno,Maruti,Baleno,4,100000,Individual,Petrol,Manual,878000,21.4,600000
Maruti Baleno,Maruti,Baleno,4,25000,Individual,Petrol,Manual,855000,21.4,590000
Maruti Baleno,Maruti,Baleno,4,30000,Individual,Petrol,Manual,878000,21.4,620000
Maruti Baleno,Maruti,Baleno,4,20000,Individual,Petrol,Manual,869357,21.4,550000
Maruti Baleno,Maruti,Baleno,4,8245,Individual,Petrol,Manual,867500,21.4,690000
Maruti Baleno,Maruti,Baleno,4,35000,Individual,Petrol,Manual,878000,21.4,625000
Maruti Baleno,Maruti,Baleno,4,6700,Individual,Petrol,Manual,889000,21.4,650000
Maruti Baleno,Maruti,Baleno,4,43000,Individual,Petrol,Manual,889000,21.4,700000
Maruti Baleno,Maruti,Baleno,4,15000,Individual,Petrol,Manual,847500,21.4,600000
Maruti Baleno,Maruti,Baleno,4,26000,Individual,Petrol,Automatic,878000,21.4,850000
Maruti Baleno,Maruti,Baleno,4,25000,Individual,Petrol,Automatic,848500,21.4,599000
Maruti Baleno,Maruti,Baleno,4,110000,Individual,Petrol,Manual,866000,21.4,550000
Maruti Baleno,Maruti,Baleno,4,43000,Individual,Petrol,Manual,866000,21.4,625000
Maruti Baleno,Maruti,Baleno,4,20000,Individual,Petrol,Manual,856000,21.4,548000
Maruti Baleno,Maruti,Baleno,4,40000,Individual,Petrol,Manual,866000,21.4,575000
Maruti Baleno,Maruti,Baleno,4,35000,Individual,Petrol,Manual,847500,21.4,600000
Maruti Baleno,Maruti,Baleno,4,30000,Individual,Petrol,Manual,865000,21.4,610000
Maruti Baleno,Maruti,Baleno,4,70000,Individual,Petrol,Manual,864500,21.4,625000
Maruti Baleno,Maruti,Baleno,4,120000,Individual,Petrol,Manual,847500,21.1,500000
Maruti Baleno,Maruti,Baleno,4,44000,Individual,Petrol,Manual,855000,21.4,570000
Maruti Baleno,Maruti,Baleno,4,70000,Individual,Petrol,Manual,866000,21.4,500000
Maruti Baleno,Maruti,Baleno,4,23000,Individual,Petrol,Manual,855000,21.4,550000
Maruti Baleno,Maruti,Baleno,4,20000,Individual,Petrol,Manual,869357,21.4,480000
Maruti Baleno,Maruti,Baleno,4,25565,Individual,Petrol,Manual,839000,21.4,610000
Maruti Baleno,Maruti,Baleno,4,12351,Individual,Petrol,Manual,869357,21.4,640000
Maruti Baleno,Maruti,Baleno,4,70000,Individual,Petrol,Manual,847500,21.4,620000
Maruti Baleno,Maruti,Baleno,4,65000,Individual,Petrol,Manual,899500,21.4,520000
Maruti Baleno,Maruti,Baleno,4,57000,Individual,Petrol,Manual,931000,21.4,625000
Maruti Baleno,Maruti,Baleno,4,40000,Individual,Petrol,Manual,904500,21.4,790000
Maruti Baleno,Maruti,Baleno,4,60000,Individual,Petrol,Manual,869357,21.1,650000
Maruti Baleno,Maruti,Baleno,4,25000,Individual,Petrol,Manual,839000,21.4,550000
Maruti Baleno,Maruti,Baleno,4,33528,Dealer,Petrol,Manual,847500,21.4,540000
Maruti Baleno,Maruti,Baleno,4,46931,Dealer,Petrol,Manual,855000,21.01,500000
Maruti Celerio,Maruti,Celerio,4,39400,Dealer,CNG,Manual,653000,31.79,475000
Maruti Celerio,Maruti,Celerio,4,40000,Dealer,CNG,Manual,648000,31.79,475000
Maruti Celerio,Maruti,Celerio,4,68000,Dealer,CNG,Manual,653000,30.47,475000
Maruti Celerio,Maruti,Celerio,4,15500,Dealer,Petrol,Automatic,592500,23.1,485000
Maruti Celerio,Maruti,Celerio,4,22000,Dealer,Petrol,Automatic,598326,23.1,475000
Maruti Celerio,Maruti,Celerio,4,18400,Dealer,Petrol,Automatic,604000,21.63,485000
Maruti Celerio,Maruti,Celerio,4,55001,Dealer,Petrol,Automatic,604000,23.1,485000
Maruti Celerio,Maruti,Celerio,4,9400,Dealer,Petrol,Automatic,598326,23.1,470000
Maruti Celerio,Maruti,Celerio,4,32388,Dealer,Petrol,Automatic,597500,21.63,470000
Maruti Celerio,Maruti,Celerio,4,55000,Dealer,Petrol,Automatic,589500,23.1,450000
Maruti Celerio,Maruti,Celerio,4,33000,Dealer,Petrol,Manual,597500,23.1,460000
Maruti Celerio,Maruti,Celerio,4,38963,Dealer,Petrol,Manual,598326,21.63,425000
Maruti Celerio,Maruti,Celerio,4,33000,Dealer,Petrol,Automatic,598326,21.63,480000
Maruti Celerio,Maruti,Celerio,4,39000,Dealer,Petrol,Automatic,577500,23.1,425000
Maruti Celerio,Maruti,Celerio,4,26000,Dealer,Petrol,Automatic,559500,23.1,400000
Maruti Celerio,Maruti,Celerio,4,24513,Dealer,Petrol,Manual,627500,21.63,525000
Maruti Celerio,Maruti,Celerio,4,15996,Dealer,Petrol,Automatic,593000,23.1,450000
Maruti Celerio,Maruti,Celerio,4,60000,Dealer,Petrol,Automatic,627500,23.1,530000
Maruti Celerio,Maruti,Celerio,4,28960,Dealer,Petrol,Automatic,604000,23.1,475000
Maruti Celerio,Maruti,Celerio,4,17210,Dealer,Petrol,Automatic,604000,23.1,468000
Maruti Celerio,Maruti,Celerio,4,31000,Dealer,Petrol,Manual,627500,21.63,499000
Maruti Celerio,Maruti,Celerio,4,15000,Dealer,Petrol,Automatic,624000,21.63,540000
Maruti Celerio,Maruti,Celerio,4,66000,Individual,CNG,Manual,598326,31.79,450000
Maruti Celerio,Maruti,Celerio,4,90000,Individual,CNG,Manual,627000,31.79,380000
Maruti Celerio,Maruti,Celerio,4,20000,Individual,CNG,Manual,636000,31.79,475000
Maruti Celerio,Maruti,Celerio,4,30000,Individual,Diesel,Manual,598326,27.62,350000
Maruti Celerio,Maruti,Celerio,4,10000,Individual,Petrol,Manual,598326,23.1,450000
Maruti Celerio,Maruti,Celerio,4,20000,Individual,Petrol,Manual,597500,23.1,450000
Maruti Celerio,Maruti,Celerio,4,25000,Individual,Petrol,Manual,587500,23.1,345000
Maruti Celerio,Maruti,Celerio,4,15000,Individual,Petrol,Manual,567000,23.1,440000
Maruti Celerio,Maruti,Celerio,4,25000,Individual,Petrol,Automatic,593000,23.1,500000
Maruti Celerio,Maruti,Celerio,4,40000,Individual,Petrol,Automatic,573000,23.1,400000
Maruti Celerio,Maruti,Celerio,4,20500,Individual,Petrol,Manual,577500,23.1,350000
Maruti Celerio,Maruti,Celerio,4,7500,Individual,Petrol,Manual,598326,23.1,412000
Maruti Celerio,Maruti,Celerio,4,40000,Individual,Petrol,Manual,567500,23.1,360000
Maruti Celerio,Maruti,Celerio,4,50000,Individual,Petrol,Manual,581500,23.1,350000
Maruti Celerio,Maruti,Celerio,4,20500,Individual,Petrol,Manual,577500,23.1,350000
Maruti Celerio,Maruti,Celerio,4,4000,Individual,Petrol,Automatic,589500,23.1,478000
Maruti Celerio,Maruti,Celerio,4,19000,Individual,Petrol,Manual,577500,23.1,410000
Maruti Celerio,Maruti,Celerio,4,40000,Individual,Petrol,Automatic,569000,23.1,420000
Maruti Celerio,Maruti,Celerio,4,40000,Individual,Petrol,Automatic,624000,21.63,500000
Maruti Celerio,Maruti,Celerio,4,49600,Individual,Petrol,Manual,610500,23.1,390000
Maruti Celerio,Maruti,Celerio,4,32000,Individual,Petrol,Manual,593000,23.1,450000
Maruti Celerio,Maruti,Celerio,4,48300,Individual,Petrol,Automatic,610500,23.1,420000
Maruti Celerio,Maruti,Celerio,4,50000,Individual,Petrol,Automatic,593000,23.1,410000
Maruti Celerio,Maruti,Celerio,4,60000,Individual,Petrol,Manual,604000,23.1,400000
Maruti Celerio,Maruti,Celerio,4,20000,Individual,Petrol,Automatic,610500,23.1,450000
Maruti Celerio,Maruti,Celerio,4,44000,Individual,Petrol,Manual,567000,23.1,410000
Maruti Celerio,Maruti,Celerio,4,50000,Individual,Petrol,Manual,613500,23.1,500000
Maruti Celerio,Maruti,Celerio,4,54202,Dealer,Petrol,Automatic,559500,23.1,435000
Maruti Ciaz,Maruti,Ciaz,4,106000,Dealer,Diesel,Manual,1159572,28.09,675000
Maruti Ciaz,Maruti,Ciaz,4,70000,Dealer,Diesel,Manual,1159572,26.32,650000
Maruti Ciaz,Maruti,Ciaz,4,63500,Dealer,Diesel,Manual,1159572,28.09,665000
Maruti Ciaz,Maruti,Ciaz,4,40000,Dealer,Diesel,Manual,1159572,28.09,810000
Maruti Ciaz,Maruti,Ciaz,4,67000,Dealer,Diesel,Manual,1159572,28.09,831000
Maruti Ciaz,Maruti,Ciaz,4,31400,Dealer,Diesel,Manual,1159572,28.09,785000
Maruti Ciaz,Maruti,Ciaz,4,13000,Dealer,Diesel,Manual,1159572,28.09,885000
Maruti Ciaz,Maruti,Ciaz,4,43000,Dealer,Diesel,Manual,1159572,28.09,850000
Maruti Ciaz,Maruti,Ciaz,4,68000,Dealer,Diesel,Manual,1159572,28.09,750000
Maruti Ciaz,Maruti,Ciaz,4,44046,Dealer,Diesel,Manual,1159572,28.09,800000
Maruti Ciaz,Maruti,Ciaz,4,52000,Dealer,Diesel,Manual,1159572,28.09,725000
Maruti Ciaz,Maruti,Ciaz,4,57000,Dealer,Diesel,Manual,1159572,28.09,720000
Maruti Ciaz,Maruti,Ciaz,4,60000,Dealer,Diesel,Manual,1159572,26.21,650000
Maruti Ciaz,Maruti,Ciaz,4,83000,Dealer,Diesel,Manual,1159572,26.32,745000
Maruti Ciaz,Maruti,Ciaz,4,35700,Dealer,Diesel,Manual,1159572,28.09,650000
Maruti Ciaz,Maruti,Ciaz,4,62320,Dealer,Diesel,Manual,1159572,28.09,675000
Maruti Ciaz,Maruti,Ciaz,4,67238,Dealer,Diesel,Manual,1159572,28.09,675000
Maruti Ciaz,Maruti,Ciaz,4,28297,Dealer,Diesel,Manual,1159572,28.09,775000
Maruti Ciaz,Maruti,Ciaz,4,64000,Dealer,Diesel,Manual,1159572,28.09,710000
Maruti Ciaz,Maruti,Ciaz,4,47000,Dealer,Diesel,Manual,1159572,28.09,700000
Maruti Ciaz,Maruti,Ciaz,4,39000,Dealer,Diesel,Manual,1159572,26.21,650000
Maruti Ciaz,Maruti,Ciaz,4,55000,Dealer,Diesel,Manual,1159572,28.09,735000
Maruti Ciaz,Maruti,Ciaz,4,480000,Dealer,Diesel,Manual,1159572,28.09,725000
Maruti Ciaz,Maruti,Ciaz,4,62000,Dealer,Diesel,Manual,1159572,28.09,765000
Maruti Ciaz,Maruti,Ciaz,4,38000,Dealer,Diesel,Manual,1159572,28.09,650000
Maruti Ciaz,Maruti,Ciaz,4,46991,Dealer,Diesel,Manual,1159572,28.09,703000
Maruti Ciaz,Maruti,Ciaz,4,69999,Dealer,Diesel,Manual,1159572,28.09,650000
Maruti Ciaz,Maruti,Ciaz,4,51000,Dealer,Diesel,Manual,1159572,26.21,690000
Maruti Ciaz,Maruti,Ciaz,4,21000,Dealer,Diesel,Manual,1159572,26.32,625000
Maruti Ciaz,Maruti,Ciaz,4,56000,Dealer,Diesel,Manual,1159572,28.09,665000
Maruti Ciaz,Maruti,Ciaz,4,48000,Dealer,Diesel,Manual,1159572,28.09,711000
Maruti Ciaz,Maruti,Ciaz,4,45000,Dealer,Diesel,Manual,1159572,28.09,631000
Maruti Ciaz,Maruti,Ciaz,4,55000,Dealer,Diesel,Manual,1159572,26.21,675000
Maruti Ciaz,Maruti,Ciaz,4,38629,Dealer,Diesel,Manual,1159572,28.09,725000
Maruti Ciaz,Maruti,Ciaz,4,44000,Dealer,Diesel,Manual,1159572,26.21,815000
Maruti Ciaz,Maruti,Ciaz,4,45185,Dealer,Diesel,Manual,1159572,28.09,875000
Maruti Ciaz,Maruti,Ciaz,4,47000,Dealer,Diesel,Manual,1159572,28.09,745000
Maruti Ciaz,Maruti,Ciaz,4,70000,Dealer,Diesel,Manual,1159572,28.09,795000
Maruti Ciaz,Maruti,Ciaz,4,55000,Dealer,Diesel,Manual,1159572,26.21,715000
Maruti Ciaz,Maruti,Ciaz,4,60000,Dealer,Petrol,Automatic,1152000,19.12,715000
Maruti Ciaz,Maruti,Ciaz,4,40000,Dealer,Petrol,Automatic,1152000,19.12,770000
Maruti Ciaz,Maruti,Ciaz,4,44000,Dealer,Petrol,Manual,1152000,20.73,775000
Maruti Ciaz,Maruti,Ciaz,4,27400,Dealer,Petrol,Manual,1159572,20.73,655000
Maruti Ciaz,Maruti,Ciaz,4,27001,Dealer,Petrol,Automatic,1159572,19.12,845000
Maruti Ciaz,Maruti,Ciaz,4,25000,Dealer,Petrol,Automatic,1159572,19.12,795000
Maruti Ciaz,Maruti,Ciaz,4,54552,Dealer,Petrol,Manual,1173000,20.73,675000
Maruti Ciaz,Maruti,Ciaz,4,44000,Dealer,Petrol,Automatic,1168000,19.12,780000
Maruti Ciaz,Maruti,Ciaz,4,32000,Dealer,Petrol,Manual,1159572,20.73,795000
Maruti Ciaz,Maruti,Ciaz,4,44000,Dealer,Petrol,Automatic,1168000,19.12,790000
Maruti Ciaz,Maruti,Ciaz,4,38731,Dealer,Petrol,Manual,1197000,20.73,765000
Maruti Ciaz,Maruti,Ciaz,4,34834,Dealer,Petrol,Manual,1159572,20.73,750000
Maruti Ciaz,Maruti,Ciaz,4,34000,Dealer,Petrol,Manual,1159572,20.73,795000
Maruti Ciaz,Maruti,Ciaz,4,33529,Dealer,Petrol,Automatic,1167000,19.12,925000
Maruti Ciaz,Maruti,Ciaz,4,29000,Dealer,Petrol,Manual,1152000,20.73,750000
Maruti Ciaz,Maruti,Ciaz,4,58000,Dealer,Petrol,Manual,1152000,20.73,750000
Maruti Ciaz,Maruti,Ciaz,4,25000,Dealer,Petrol,Automatic,1146500,20.28,740000
Maruti Ciaz,Maruti,Ciaz,4,44507,Dealer,Petrol,Manual,1152000,20.65,690000
Maruti Ciaz,Maruti,Ciaz,4,21000,Dealer,Petrol,Automatic,1173000,19.12,795000
Maruti Ciaz,Maruti,Ciaz,4,26000,Dealer,Petrol,Manual,1173000,20.73,775000
Maruti Ciaz,Maruti,Ciaz,4,33000,Dealer,Petrol,Manual,1159572,20.73,713000
Maruti Ciaz,Maruti,Ciaz,4,28847,Dealer,Petrol,Automatic,1173000,19.12,850000
Maruti Ciaz,Maruti,Ciaz,4,54500,Dealer,Petrol,Automatic,1173000,19.12,730000
Maruti Ciaz,Maruti,Ciaz,4,26000,Dealer,Petrol,Manual,1173000,20.73,740000
Maruti Ciaz,Maruti,Ciaz,4,26000,Dealer,Petrol,Manual,1173000,20.73,740000
Maruti Ciaz,Maruti,Ciaz,4,31869,Dealer,Petrol,Manual,1159572,20.73,690000
Maruti Ciaz,Maruti,Ciaz,4,27400,Dealer,Petrol,Manual,1173000,20.73,655000
Maruti Ciaz,Maruti,Ciaz,4,31000,Dealer,Petrol,Manual,1238500,20.73,785000
Maruti Ciaz,Maruti,Ciaz,4,58000,Dealer,Petrol,Manual,1152000,20.73,725000
Maruti Ciaz,Maruti,Ciaz,4,450003,Dealer,Petrol,Manual,1152000,20.73,690000
Maruti Ciaz,Maruti,Ciaz,4,59000,Dealer,Petrol,Automatic,1146500,19.12,710000
Maruti Ciaz,Maruti,Ciaz,4,44771,Dealer,Petrol,Manual,1159572,28.09,800000
Maruti Ciaz,Maruti,Ciaz,4,21000,Dealer,Petrol,Manual,1173000,20.73,725000
Maruti Ciaz,Maruti,Ciaz,4,26765,Dealer,Petrol,Manual,1173000,20.73,747000
Maruti Ciaz,Maruti,Ciaz,4,45166,Dealer,Petrol,Manual,1238500,20.65,825000
Maruti Ciaz,Maruti,Ciaz,4,100000,Individual,Diesel,Manual,1159572,28.09,625000
Maruti Ciaz,Maruti,Ciaz,4,60000,Individual,Diesel,Manual,1159572,28.09,600000
Maruti Ciaz,Maruti,Ciaz,4,130000,Individual,Diesel,Manual,1159572,28.09,695000
Maruti Ciaz,Maruti,Ciaz,4,40000,Individual,Diesel,Manual,1159572,28.09,800000
Maruti Ciaz,Maruti,Ciaz,4,110000,Individual,Diesel,Manual,1159572,28.09,600000
Maruti Ciaz,Maruti,Ciaz,4,25000,Individual,Diesel,Manual,1159572,28.09,780000
Maruti Ciaz,Maruti,Ciaz,4,50000,Individual,Petrol,Manual,1159572,20.73,680000
Maruti Ciaz,Maruti,Ciaz,4,40000,Individual,Petrol,Manual,1197000,20.73,800000
Maruti Ciaz,Maruti,Ciaz,4,50000,Individual,Petrol,Automatic,1197000,19.12,780000
Maruti Ciaz,Maruti,Ciaz,4,20000,Individual,Petrol,Manual,1152500,20.73,800000
Maruti Ciaz,Maruti,Ciaz,4,66577,Dealer,Petrol,Manual,1146500,20.73,725000
Maruti Dzire VXI,Maruti,Dzire VXI,4,30500,Dealer,Petrol,Automatic,824000,24.12,675000
Maruti Dzire ZXI,Maruti,Dzire ZXI,4,18767,Dealer,Petrol,Manual,875000,23.26,760000
